source_file,column_name,dtype,missing_count,missing_percentage,sample_values,status
b4_kw2.dta,kw00ba,float64,4145,34.01,4.0 | 3.0 | 5.0 | 8.0 | 7.0,needs_codebook_validation
b4_kw2.dta,kw00bc,float64,4145,34.01,1.0 | 3.0 | 4.0 | 2.0 | 6.0,needs_codebook_validation
b4_kw2.dta,kw00c,category,4145,34.01,1:Yes | 3:No,needs_codebook_validation
b4_kw2.dta,kw00d,category,4308,35.35,3:No => KW02A1 | 1:Yes,needs_codebook_validation
b4_kw2.dta,kw03a,category,7126,58.47,5:Married formal according to adat law | 3:Married formal (KUA or civil registration) | 4:Married formal according to religious law | 8:Widow/Widower | 6:Separated,needs_codebook_validation
b4_kw2.dta,kw03,category,7126,58.47,1.0 | 2.0 | 3.0 | 4.0 | 5.0,needs_codebook_validation
b4_kw2.dta,kw02a1,category,2,0.02,1:Yes | 3:No,needs_codebook_validation
b4_kw2.dta,kw02a2x,float64,2,0.02,6.0 | 1.0 | 3.0,needs_codebook_validation
b4_kw2.dta,kw02gx,category,7126,58.47,1:Husband live in HH | 3:Husband not listed in HH roster | 2:Husband died/Not live in HH/Listed in HH roster,needs_codebook_validation
b4_kw2.dta,kw02g,category,8176,67.08,2.0 | 1.0 | 4.0 | 12.0 | 8.0,needs_codebook_validation
b4_kw2.dta,kw02b,category,7126,58.47,3:No | 1:Yes,needs_codebook_validation
b4_kw2.dta,kw02cx,category,11682,95.85,1:Given | 8:Don't know,needs_codebook_validation
b4_kw2.dta,kw02c,category,11687,95.89,1.0 | 2.0 | 30.0 | 4.0 | 7.0,needs_codebook_validation
b4_kw2.dta,kw02d,object,0,0.0, | V | D | G | F,needs_codebook_validation
b4_kw2.dta,kw02e,category,7126,58.47,3:No | 1:Yes | 9:Missing,needs_codebook_validation
b4_kw2.dta,kw02x,category,7126,58.47,3:No | 1:Yes => KW02L,needs_codebook_validation
b4_kw2.dta,kw02h,category,7129,58.49,3:No | 1:Yes,needs_codebook_validation
b4_kw2.dta,kw02ix,category,11269,92.46,1:Given | 8:Don't know,needs_codebook_validation
b4_kw2.dta,kw02imt,float64,11301,92.72,6.0 | 4.0 | 98.0 | 10.0 | 12.0,needs_codebook_validation
b4_kw2.dta,kw02iyr,float64,11301,92.72,2006.0 | 1991.0 | 1977.0 | 1986.0 | 2005.0,needs_codebook_validation
b4_kw2.dta,kw02j,category,11269,92.46,1:Yes | 3:No,needs_codebook_validation
b4_kw2.dta,kw02lx,category,12185,99.98,1:Given,needs_codebook_validation
b4_kw2.dta,kw02lmt,float64,12185,99.98,98.0 | 12.0,needs_codebook_validation
b4_kw2.dta,kw02lyr,float64,12185,99.98,2009.0 | 2014.0 | 2012.0,needs_codebook_validation
b4_kw2.dta,kw02mx,category,12185,99.98,1:Given,needs_codebook_validation
b4_kw2.dta,kw02n,category,12185,99.98,3:Jr high general (SMP Umum) | 61:University S1 | 2:Elementary (SD),needs_codebook_validation
b4_kw2.dta,kw02o,category,12185,99.98,7:Graduated | 3,needs_codebook_validation
b4_kw2.dta,kw14,category,12185,99.98,1:Yes => KW08 | 3:No  => KW23A,needs_codebook_validation
b4_kw2.dta,kw12a,object,0,0.0,W | B |  | E | BEGI,needs_codebook_validation
b4_kw2.dta,kw12bx,category,7912,64.92,1:Enter value | 8:Don't know | 2:Other currency,needs_codebook_validation
b4_kw2.dta,kw12d2,object,0,0.0,W |  | G | E | I,needs_codebook_validation
b4_kw2.dta,kw13b,category,9343,76.66,1:Rupiah given | 8:Don't know | 2:Other currency,needs_codebook_validation
b4_kw2.dta,kw14x,category,7685,63.05,1:Enter value | 8:Don't know,needs_codebook_validation
b4_kw2.dta,kw13bx,category,7685,63.05,"1:YES, moved within the same village/town | 3:NO,lived at the same place | 2:YES, moved to another village/town",needs_codebook_validation
b4_kw2.dta,kw14ba1,float64,10277,84.32,1.0 | 3.0 | 8.0 | 9.0,needs_codebook_validation
b4_kw2.dta,kw14bbx,float64,10277,84.32,1.0 | 3.0 | 8.0 | 9.0,needs_codebook_validation
b4_kw2.dta,kw14bcx,float64,10277,84.32,1.0 | 3.0 | 8.0 | 9.0,needs_codebook_validation
b4_kw2.dta,kw14bdx,float64,10277,84.32,3.0 | 8.0 | 1.0,needs_codebook_validation
b4_kw2.dta,kw14bd1,float64,10277,84.32,12.0 | 98.0 | 14.0 | 21.0 | 32.0,needs_codebook_validation
b4_kw2.dta,kw14bc1,float64,10277,84.32,14.0 | 1.0 | 7.0 | 3.0 | 77.0,needs_codebook_validation
b4_kw2.dta,kw14bb1,float64,10277,84.32,990.0 | 62.0 | 60.0 | 34.0 | 130.0,needs_codebook_validation
b4_kw2.dta,kw14ba,float64,10277,84.32,992.0 | 10.0 | 6.0 | 3.0 | 19.0,needs_codebook_validation
b4_kw2.dta,kw14cx,category,7685,63.05,1:Given | 96:Still live there | 98:Don't know,needs_codebook_validation
b4_kw2.dta,kw14c,float64,10641,87.31,2.0 | 10.0 | 5.0 | 1.0 | 56.0,needs_codebook_validation
b4_kw2.dta,kw14c1,category,10641,87.31,6:Years | 4:Weeks | 5:Months,needs_codebook_validation
b4_kw2.dta,kw14d,category,7685,63.05,3:No | 1:Yes,needs_codebook_validation
b4_kw2.dta,kw14d1,category,7685,63.05,3:No | 1:Yes,needs_codebook_validation
b4_kw2.dta,kw14d2x,float64,12111,99.37,1.0 | 98.0,needs_codebook_validation
b4_kw2.dta,kw14d2,float64,12114,99.39,6.0 | 1.0 | 2.0 | 12.0 | 4.0,needs_codebook_validation
b4_kw2.dta,kw14d21,float64,12114,99.39,5.0 | 4.0 | 6.0,needs_codebook_validation
b4_kw2.dta,kw14e,category,7685,63.05,1:Yes | 3:No,needs_codebook_validation
b4_kw2.dta,kw14fx,category,12101,99.29,1:Given | 96:Don't live together yet | 98:Don't know,needs_codebook_validation
b4_kw2.dta,kw14f,float64,12126,99.49,2.0 | 18.0 | 1.0 | 3.0 | 5.0,needs_codebook_validation
b4_kw2.dta,kw14f1,category,12126,99.49,5:Months | 4:Weeks | 6:Years,needs_codebook_validation
b4_kw2.dta,kw14g,object,0,0.0,W | C | CFG |  | J,needs_codebook_validation
b4_kw2.dta,kw04,category,7685,63.05,1:Parent | 3:Self | 4:Family | 95:Other,needs_codebook_validation
b4_kw2.dta,hhid14,object,0,0.0,0010651 | 0010600 | 0010851 | 0012200 | 0012241,needs_codebook_validation
b4_kw2.dta,pidlink,object,0,0.0,001060004 | 001060007 | 001080012 | 001220002 | 001220011,needs_codebook_validation
b4_kw2.dta,kw02m,float64,12185,99.98,9500000.0 | 30000000.0 | 5000000.0,needs_codebook_validation
b4_kw2.dta,kw12b,float64,8084,66.33,10000000.0 | 500000.0 | 100000.0 | 1000000.0 | 35000000.0,needs_codebook_validation
b4_kw2.dta,kw13a,float64,9550,78.36,250000.0 | 100000.0 | 1500000.0 | 3000.0 | 200000.0,needs_codebook_validation
b4_kw2.dta,kw08,float64,8223,67.47,200000.0 | 500000.0 | 0.0 | 2000000.0 | 6000000.0,needs_codebook_validation
b4_kw2.dta,kw23ax,category,2,0.02,95:Up to God | 1:Given,needs_codebook_validation
b4_kw2.dta,kw23a,float64,496,4.07,6.0 | 10.0 | 4.0 | 3.0 | 5.0,needs_codebook_validation
b4_kw2.dta,kw23bx,category,2,0.02,1:Given | 96:Never Menstruated | 99:Missing,needs_codebook_validation
b4_kw2.dta,kw23b,float64,10,0.08,15.0 | 14.0 | 12.0 | 17.0 | 16.0,needs_codebook_validation
b4_kw2.dta,kw23c,category,10,0.08,1:AGE <35 | 3:AGE >= 35,needs_codebook_validation
b4_kw2.dta,kw23d,category,5901,48.42,"1:Yes | 3:Not anymore | 2:No (because of medication, contraception method, etc)",needs_codebook_validation
b4_kw2.dta,kw23e,category,10442,85.67,38.0 | 53.0 | 45.0 | 46.0 | 44.0,needs_codebook_validation
b4_kw2.dta,kw24a,category,1748,14.34,1:Yes | 3:No,needs_codebook_validation
b4_kw2.dta,kw24b,category,10972,90.02,3:No | 1:Yes,needs_codebook_validation
b4_kw2.dta,kw25,category,1748,14.34,1:Yes | 3:No,needs_codebook_validation
b4_kw2.dta,kw26x,category,6706,55.02,95:Up to God | 1:Given,needs_codebook_validation
b4_kw2.dta,kw26,float64,6823,55.98,3.0 | 2.0 | 4.0 | 1.0 | 0.0,needs_codebook_validation
b4_kw2.dta,kw27x,category,6706,55.02,95:Up to God | 1:Given,needs_codebook_validation
b4_kw2.dta,kw27a,float64,7201,59.08,1.0 | 2.0 | 0.0 | 3.0 | 5.0,needs_codebook_validation
b4_kw2.dta,kw27b,float64,7201,59.08,2.0 | 1.0 | 0.0 | 3.0 | 4.0,needs_codebook_validation
b4_kw2.dta,version,float64,0,0.0,1.3,needs_codebook_validation
b4_kw2.dta,module,object,0,0.0,B4_KW2,needs_codebook_validation
b4_kw3.dta,hhid14_9,object,0,0.0,001060004 | 001060000 | 001080003 | 001224100 | 001240005,needs_codebook_validation
b4_kw3.dta,pid14,float64,0,0.0,1.0 | 7.0 | 2.0 | 25.0 | 11.0,needs_codebook_validation
b4_kw3.dta,kwn_num,category,0,0.0,1:Current/latest | 2:Second latest | 3:Third latest | 4:Fourth latest | 5:Fifth latest,needs_codebook_validation
b4_kw3.dta,kw10x,category,0,0.0,1:Given | 8:Don't Know,needs_codebook_validation
b4_kw3.dta,kw10mth,float64,186,3.16,98.0 | 7.0 | 12.0 | 1.0 | 4.0,needs_codebook_validation
b4_kw3.dta,kw10yr,category,186,3.16,2006.0 | 1993.0 | 1994.0 | 1996.0 | 2010.0,needs_codebook_validation
b4_kw3.dta,kw11,category,5698,96.84,17.0 | 22.0 | 10.0 | 28.0 | 25.0,needs_codebook_validation
b4_kw3.dta,kw11a,category,0,0.0,3:No | 1:Yes,needs_codebook_validation
b4_kw3.dta,kw11b,category,0,0.0,5:Married formal according to adat law | 3:Married formal (KUA or civil registration) | 4:Married formal according to religious law | 8:Widow/Widower | 7:Divorced,needs_codebook_validation
b4_kw3.dta,kw18x,category,4979,84.62,1:Date given | 8:Don't Know,needs_codebook_validation
b4_kw3.dta,kw18mth,float64,5016,85.25,9.0 | 6.0 | 4.0 | 11.0 | 10.0,needs_codebook_validation
b4_kw3.dta,kw18yr,category,5016,85.25,2009.0 | 2001.0 | 2012.0 | 2013.0 | 1996.0,needs_codebook_validation
b4_kw3.dta,kw19,category,5847,99.37,98:Don't Know | 38.0 | 50.0 | 25.0 | 16.0,needs_codebook_validation
b4_kw3.dta,kw20,category,0,0.0,3:Jr high general (SMP Umum) | 2:Elementary (SD) | 61:University S1 | 1:Unschooled | 4:Jr high vocational (SMP Kejuruan),needs_codebook_validation
b4_kw3.dta,kw21,category,0,0.0,2 | 4 | 1 | 3 | 0:Did not complete 1st grade at that level,needs_codebook_validation
b4_kw3.dta,kw22x,category,0,0.0,3:New Respondent | 1:Panel,needs_codebook_validation
b4_kw3.dta,kw22a,category,4515,76.73,2:Marriage began before 2007 -> KW23A | 1:Marriage began after after 2006 - > NEXT COLUMN | 3:No other marriage after 2007 -> KW23A,needs_codebook_validation
b4_kw3.dta,kw22b,category,1369,23.27,3:No other marriage | 1:Other marriage,needs_codebook_validation
b4_kw3.dta,hhid14,object,0,0.0,0010651 | 0010600 | 0010851 | 0012241 | 0012451,needs_codebook_validation
b4_kw3.dta,pidlink,object,0,0.0,001060004 | 001060007 | 001080012 | 001220011 | 001240005,needs_codebook_validation
b4_kw3.dta,version,float64,0,0.0,1.3,needs_codebook_validation
b4_kw3.dta,module,object,0,0.0,B4_KW3,needs_codebook_validation
b4_time.dta,hhid14_9,object,0,0.0,001060004 | 001060000 | 001080003 | 001220000 | 001224100,needs_codebook_validation
b4_time.dta,pid14,float64,0,0.0,1.0 | 7.0 | 2.0 | 25.0 | 8.0,needs_codebook_validation
b4_time.dta,time_occ,float64,0,0.0,1.0 | 2.0 | 3.0 | 4.0 | 5.0,needs_codebook_validation
b4_time.dta,ivwday,float64,0,0.0,15.0 | 7.0 | 8.0 | 9.0 | 23.0,needs_codebook_validation
b4_time.dta,ivwmth,float64,0,0.0,6.0 | 12.0 | 8.0 | 4.0 | 9.0,needs_codebook_validation
b4_time.dta,ivwyr,float64,0,0.0,2015.0 | 2014.0,needs_codebook_validation
b4_time.dta,beghr,float64,0,0.0,8.0 | 13.0 | 17.0 | 14.0 | 11.0,needs_codebook_validation
b4_time.dta,begmin,float64,0,0.0,32.0 | 17.0 | 54.0 | 40.0 | 49.0,needs_codebook_validation
b4_time.dta,endhr,float64,0,0.0,9.0 | 14.0 | 18.0 | 15.0 | 12.0,needs_codebook_validation
b4_time.dta,endmin,float64,0,0.0,12.0 | 41.0 | 45.0 | 29.0 | 32.0,needs_codebook_validation
b4_time.dta,hhid14,object,0,0.0,0010651 | 0010600 | 0010851 | 0012200 | 0012241,needs_codebook_validation
b4_time.dta,pidlink,object,0,0.0,001060004 | 001060007 | 001080012 | 001220002 | 001220011,needs_codebook_validation
b4_time.dta,version,float64,0,0.0,1.3,needs_codebook_validation
b4_time.dta,module,object,0,0.0,B4_TIME,needs_codebook_validation
