household_id,child_id,child_unique_id,child_age,child_gender,ar11,mother_pid14,mother_pidlink,mother_age
0390841,3.0,039084103,4.0,3:Female,2.0,2.0,039084102,31.0
0390841,4.0,039084104,2.0,1:Male,2.0,2.0,039084102,31.0
0390841,5.0,039084105,0.0,1:Male,2.0,2.0,039084102,31.0
0390900,7.0,039090007,3.0,3:Female,2.0,2.0,039090002,35.0
0390900,8.0,039090008,2.0,1:Male,2.0,2.0,039090002,35.0
0391000,12.0,039100012,1.0,1:Male,6.0,6.0,039100006,31.0
0391031,7.0,039103107,4.0,3:Female,1.0,1.0,039100004,38.0
0391043,2.0,039104302,0.0,3:Female,1.0,1.0,039100007,29.0
0391151,3.0,039115103,1.0,3:Female,2.0,2.0,039115102,30.0
0391151,4.0,039115104,0.0,1:Male,2.0,2.0,039115102,30.0
0391500,11.0,039150011,2.0,3:Female,6.0,6.0,039150006,30.0
0391531,4.0,039153104,4.0,3:Female,1.0,1.0,039150004,39.0
0391600,9.0,039160009,4.0,3:Female,7.0,7.0,039160007,28.0
0391600,10.0,039160010,0.0,3:Female,7.0,7.0,039160007,28.0
0391700,5.0,039170005,2.0,3:Female,4.0,4.0,039170004,23.0
0392042,4.0,039204204,3.0,1:Male,2.0,2.0,039204202,24.0
0400100,10.0,040010010,0.0,3:Female,8.0,8.0,040010008,25.0
0400200,9.0,040020009,4.0,1:Male,5.0,5.0,040020005,33.0
0400231,6.0,040023106,2.0,3:Female,1.0,1.0,040020003,37.0
0400341,6.0,040034106,0.0,3:Female,2.0,2.0,040030003,41.0
0400351,3.0,040035103,3.0,1:Male,1.0,1.0,040030007,31.0
0400753,4.0,040073148,4.0,1:Male,2.0,,,
0400751,3.0,040075103,0.0,3:Female,2.0,2.0,040070002,25.0
0401051,4.0,040105104,0.0,1:Male,2.0,2.0,040100003,29.0
0401451,5.0,040145105,1.0,3:Female,2.0,2.0,040143111,35.0
0401942,4.0,040194204,3.0,1:Male,2.0,2.0,040190004,28.0
0401951,3.0,040195103,3.0,1:Male,2.0,2.0,040190003,30.0
0402000,8.0,040200008,3.0,1:Male,4.0,4.0,040200004,36.0
0402041,4.0,040204104,1.0,1:Male,2.0,2.0,040204102,34.0
0402300,10.0,040230010,1.0,3:Female,4.0,4.0,040230004,29.0
0402351,5.0,040235105,3.0,1:Male,2.0,2.0,040235102,29.0
0402500,8.0,040250008,2.0,3:Female,3.0,3.0,040250003,40.0
0402551,5.0,040255105,0.0,1:Male,2.0,2.0,040255102,16.0
0402611,9.0,040261109,1.0,3:Female,2.0,2.0,040261102,35.0
0402631,4.0,040263104,3.0,1:Male,1.0,1.0,040260004,35.0
0404100,6.0,040410006,3.0,3:Female,2.0,2.0,040410002,43.0
0410141,6.0,041014106,0.0,3:Female,2.0,2.0,041010005,32.0
0410142,4.0,041014204,4.0,1:Male,2.0,2.0,041010006,29.0
0410151,3.0,041015103,2.0,3:Female,2.0,2.0,041015102,31.0
0410152,3.0,041015203,2.0,3:Female,2.0,2.0,041010007,20.0
0410341,4.0,041034104,2.0,3:Female,2.0,2.0,041030004,34.0
0410351,4.0,041035104,4.0,3:Female,2.0,2.0,041030006,30.0
0410642,4.0,041064204,1.0,3:Female,2.0,2.0,041060004,29.0
0410651,3.0,041065103,4.0,3:Female,2.0,2.0,041060005,22.0
0411011,6.0,041101106,0.0,3:Female,2.0,2.0,041100003,33.0
0411051,3.0,041105103,2.0,1:Male,2.0,2.0,041105102,24.0
0411052,3.0,041105203,0.0,1:Male,2.0,2.0,041105202,17.0
0411141,4.0,041114104,3.0,3:Female,2.0,2.0,041110005,28.0
0411151,3.0,041115103,2.0,1:Male,2.0,2.0,041115102,23.0
0411200,8.0,041120008,3.0,1:Male,2.0,2.0,041120002,41.0
0411251,3.0,041125103,0.0,1:Male,2.0,2.0,041120003,22.0
0411331,5.0,041133105,4.0,3:Female,2.0,2.0,041133102,35.0
0411351,3.0,041135103,4.0,3:Female,2.0,2.0,041130009,23.0
0411641,4.0,041164104,2.0,1:Male,2.0,2.0,041164102,31.0
0411711,7.0,041171107,1.0,3:Female,1.0,1.0,041170004,34.0
0411841,4.0,041184104,2.0,1:Male,2.0,2.0,041184102,29.0
0411851,3.0,041185103,2.0,1:Male,2.0,2.0,041180005,18.0
0411951,3.0,041195103,2.0,3:Female,2.0,2.0,041195102,23.0
0412151,3.0,041215103,1.0,1:Male,2.0,2.0,041215102,22.0
0412251,3.0,041225103,4.0,3:Female,2.0,2.0,041225102,28.0
0412451,3.0,041245103,3.0,1:Male,2.0,2.0,041245102,25.0
0412551,3.0,041255103,4.0,3:Female,2.0,2.0,041255102,27.0
0412552,3.0,041255203,2.0,3:Female,2.0,2.0,041255202,22.0
0412700,6.0,041270006,1.0,1:Male,4.0,4.0,041270004,24.0
0412751,4.0,041275104,2.0,3:Female,3.0,3.0,041270003,25.0
0412852,4.0,041285204,0.0,1:Male,2.0,2.0,041280004,29.0
0414151,5.0,041415105,2.0,1:Male,2.0,2.0,041410003,28.0
0414152,3.0,041415203,3.0,3:Female,2.0,2.0,041410004,22.0
0414211,7.0,041421107,2.0,1:Male,2.0,2.0,041420002,38.0
0414212,5.0,041421205,4.0,1:Male,2.0,2.0,041420003,34.0
0414351,3.0,041435103,3.0,1:Male,2.0,2.0,041435102,25.0
0414352,4.0,041435204,2.0,1:Male,2.0,2.0,041430003,35.0
0414431,5.0,041443105,4.0,3:Female,2.0,2.0,041440004,37.0
0414452,3.0,041445203,0.0,1:Male,1.0,1.0,041440009,25.0
0414453,3.0,041445303,0.0,1:Male,2.0,2.0,041440010,23.0
0420100,6.0,042010006,4.0,3:Female,3.0,3.0,042010003,26.0
0420231,5.0,042023105,4.0,1:Male,2.0,2.0,042020005,36.0
0420243,3.0,042024303,3.0,3:Female,1.0,1.0,042020010,28.0
0420252,3.0,042025203,1.0,1:Male,2.0,2.0,042025202,28.0
0420351,3.0,042035103,4.0,1:Male,2.0,2.0,042035102,25.0
0420400,10.0,042040010,4.0,1:Male,11.0,11.0,042040011,23.0
0420451,3.0,042045103,0.0,3:Female,1.0,1.0,042040008,16.0
0420741,3.0,042074103,4.0,3:Female,1.0,1.0,042070003,28.0
0420741,4.0,042074104,2.0,3:Female,1.0,1.0,042070003,28.0
0420951,4.0,042095104,0.0,3:Female,2.0,2.0,042090003,29.0
0421242,6.0,042124206,2.0,3:Female,7.0,7.0,042120004,24.0
0421251,3.0,042125103,2.0,1:Male,1.0,1.0,042120005,23.0
0421300,9.0,042130009,4.0,1:Male,10.0,10.0,042130010,22.0
0421341,4.0,042134104,2.0,1:Male,2.0,2.0,042134102,33.0
0421351,3.0,042135103,3.0,3:Female,2.0,2.0,042135102,21.0
0421352,3.0,042135203,2.0,3:Female,2.0,2.0,042130007,21.0
0421442,4.0,042144204,1.0,3:Female,2.0,2.0,042140003,27.0
0421512,5.0,042151205,3.0,1:Male,3.0,3.0,042040005,33.0
0421533,5.0,042153305,0.0,1:Male,2.0,2.0,042150007,33.0
0421535,6.0,042153506,4.0,3:Female,4.0,4.0,042153504,38.0
0421535,7.0,042153507,1.0,3:Female,4.0,4.0,042153504,38.0
0421536,8.0,042153608,4.0,1:Male,5.0,5.0,042153605,37.0
0421538,6.0,042153806,4.0,3:Female,3.0,3.0,042153803,29.0
0421731,6.0,042173106,0.0,3:Female,2.0,2.0,042170003,44.0
0421751,3.0,042175103,3.0,3:Female,2.0,2.0,042175102,25.0
0421841,6.0,042184106,1.0,3:Female,2.0,2.0,042180014,35.0
0421842,4.0,042184204,2.0,1:Male,2.0,2.0,042180008,33.0
0421951,3.0,042195103,3.0,3:Female,2.0,2.0,042190004,29.0
0421951,4.0,042195104,1.0,1:Male,2.0,2.0,042190004,29.0
0422051,4.0,042205104,2.0,3:Female,2.0,2.0,042204104,35.0
0422232,5.0,042223205,4.0,3:Female,3.0,3.0,042223203,34.0
0422251,4.0,042225104,0.0,1:Male,2.0,2.0,042225102,35.0
0422341,6.0,042234106,1.0,1:Male,2.0,2.0,042230004,30.0
0422342,3.0,042234203,0.0,3:Female,2.0,2.0,042234202,20.0
0422352,3.0,042235203,1.0,1:Male,2.0,2.0,042235202,21.0
0422551,3.0,042255103,4.0,1:Male,2.0,2.0,042250003,23.0
0422600,9.0,042260009,1.0,3:Female,6.0,6.0,042260006,25.0
0422641,5.0,042264105,4.0,3:Female,2.0,2.0,042260003,31.0
0422642,3.0,042264203,4.0,1:Male,1.0,1.0,042260005,27.0
0422651,3.0,042265103,2.0,1:Male,1.0,1.0,042260004,30.0
0422800,7.0,042280007,2.0,3:Female,8.0,8.0,042280008,24.0
0422841,4.0,042284104,1.0,3:Female,3.0,3.0,042284103,26.0
0423000,6.0,042300006,3.0,3:Female,3.0,3.0,042300003,27.0
0430100,9.0,043010009,3.0,3:Female,6.0,6.0,043010006,31.0
0430151,3.0,043015103,0.0,3:Female,2.0,2.0,043010004,20.0
0430200,11.0,043020011,0.0,3:Female,10.0,10.0,043020010,20.0
0430331,7.0,043033107,2.0,3:Female,2.0,2.0,043033102,36.0
0430331,8.0,043033108,0.0,1:Male,2.0,2.0,043033102,36.0
0430332,5.0,043033205,2.0,1:Male,2.0,2.0,043030004,33.0
0430341,4.0,043034104,3.0,1:Male,2.0,2.0,043034102,25.0
0430351,5.0,043035105,3.0,3:Female,2.0,2.0,043030006,23.0
0430641,4.0,043064104,1.0,3:Female,2.0,2.0,043060005,27.0
0430651,4.0,043065104,1.0,3:Female,2.0,2.0,043060006,23.0
0430700,12.0,043070012,3.0,3:Female,13.0,13.0,043070013,18.0
0430752,4.0,043075204,0.0,3:Female,2.0,2.0,043070004,25.0
0430851,3.0,043085103,4.0,1:Male,2.0,2.0,043085102,22.0
0430900,11.0,043090011,4.0,1:Male,9.0,9.0,043090009,36.0
0430941,9.0,043094109,2.0,3:Female,4.0,4.0,043090003,31.0
0431041,4.0,043104104,0.0,1:Male,2.0,2.0,043104102,26.0
0431051,3.0,043105103,3.0,1:Male,2.0,2.0,043100005,21.0
0431051,4.0,043105104,0.0,3:Female,2.0,2.0,043100005,21.0
0431200,10.0,043120010,3.0,1:Male,4.0,,,
0431231,12.0,043123112,1.0,1:Male,4.0,4.0,043123104,35.0
0431251,4.0,043125104,4.0,3:Female,2.0,2.0,043120003,23.0
0431341,4.0,043134104,2.0,1:Male,2.0,2.0,043130003,26.0
0431351,3.0,043135103,2.0,3:Female,2.0,2.0,043135102,22.0
0431400,13.0,043140013,4.0,3:Female,3.0,3.0,043140003,28.0
0431400,14.0,043140014,2.0,1:Male,3.0,3.0,043140003,28.0
0431543,4.0,043154304,4.0,1:Male,2.0,2.0,043150007,27.0
0431652,6.0,043165206,0.0,3:Female,5.0,5.0,043160006,18.0
0431700,13.0,043170013,2.0,1:Male,5.0,5.0,043170005,23.0
0431921,6.0,043192106,2.0,1:Male,2.0,2.0,043190004,35.0
0431941,5.0,043194105,0.0,1:Male,2.0,2.0,043194102,27.0
0431942,4.0,043194204,0.0,3:Female,2.0,2.0,043190007,24.0
0431951,4.0,043195104,3.0,3:Female,2.0,2.0,043195102,26.0
0432000,40.0,043200040,0.0,3:Female,18.0,18.0,043200018,28.0
0432042,10.0,043204210,0.0,3:Female,7.0,7.0,043200012,23.0
0432141,5.0,043214105,0.0,3:Female,1.0,1.0,043210005,30.0
0432151,3.0,043215103,4.0,3:Female,2.0,2.0,043215102,26.0
0432151,4.0,043215104,2.0,1:Male,2.0,2.0,043215102,26.0
0432152,3.0,043215203,4.0,1:Male,2.0,2.0,043215202,23.0
0432231,6.0,043223106,1.0,3:Female,2.0,2.0,043220004,38.0
0432241,6.0,043224106,3.0,1:Male,2.0,2.0,043224102,35.0
0432431,8.0,043243108,2.0,1:Male,2.0,2.0,043240008,35.0
0432541,4.0,043254104,4.0,3:Female,2.0,2.0,043254102,31.0
0432551,5.0,043255105,3.0,3:Female,2.0,2.0,043253104,39.0
0432552,3.0,043255203,1.0,1:Male,1.0,1.0,043250005,38.0
0432553,3.0,043255303,1.0,3:Female,2.0,2.0,043255302,25.0
0432600,16.0,043260016,1.0,3:Female,6.0,6.0,043260006,27.0
0432641,7.0,043264107,3.0,1:Male,4.0,4.0,043260010,20.0
0432711,8.0,043271108,2.0,1:Male,9.0,,,
0432751,3.0,043275103,1.0,3:Female,2.0,2.0,043270010,24.0
0432752,4.0,043275204,0.0,1:Male,2.0,2.0,043270013,28.0
0432851,4.0,043285104,0.0,1:Male,1.0,1.0,043280003,32.0
0433000,10.0,043300010,2.0,1:Male,4.0,4.0,043300004,37.0
0433051,4.0,043305104,3.0,1:Male,2.0,2.0,043305102,34.0
0440251,3.0,044025103,2.0,3:Female,2.0,2.0,044025102,25.0
0440251,4.0,044025104,0.0,1:Male,2.0,2.0,044025102,25.0
0440300,14.0,044030014,4.0,3:Female,13.0,13.0,044030013,24.0
0440342,4.0,044034204,1.0,1:Male,2.0,2.0,044034202,28.0
0440351,4.0,044035104,3.0,1:Male,2.0,2.0,044030012,28.0
0440551,3.0,044055103,1.0,3:Female,2.0,2.0,044055102,26.0
0440851,4.0,044085104,1.0,3:Female,2.0,2.0,044080003,28.0
0441041,7.0,044104107,0.0,3:Female,1.0,1.0,044100004,33.0
0441051,3.0,044105103,4.0,1:Male,2.0,2.0,044100003,35.0
0441051,4.0,044105104,1.0,3:Female,2.0,2.0,044100003,35.0
0441200,8.0,044120008,0.0,3:Female,6.0,6.0,044121105,31.0
0441251,3.0,044125103,1.0,1:Male,2.0,2.0,044125102,29.0
0441351,5.0,044135105,0.0,3:Female,2.0,2.0,044130004,35.0
0441511,9.0,044151109,2.0,1:Male,6.0,6.0,044151106,27.0
0441551,3.0,044155103,3.0,1:Male,1.0,1.0,044150005,33.0
0441555,4.0,044155504,0.0,1:Male,2.0,2.0,044150007,27.0
0441600,9.0,044160009,0.0,1:Male,7.0,7.0,044160007,27.0
0441851,5.0,044185105,1.0,1:Male,2.0,2.0,044181108,33.0
0442300,9.0,044230009,4.0,3:Female,5.0,5.0,044230005,27.0
0442342,5.0,044234205,2.0,3:Female,2.0,2.0,044234202,33.0
0442343,4.0,044234304,3.0,1:Male,2.0,2.0,044230006,23.0
0442441,4.0,044244104,3.0,3:Female,3.0,3.0,044244103,34.0
0442442,5.0,044244205,3.0,1:Male,2.0,2.0,044240004,31.0
0442541,4.0,044254104,4.0,3:Female,3.0,3.0,044254103,25.0
0442631,8.0,044263108,2.0,1:Male,7.0,7.0,044263107,24.0
0442651,3.0,044265103,3.0,1:Male,2.0,2.0,044265102,25.0
0442941,4.0,044294104,2.0,3:Female,2.0,2.0,044290004,32.0
0442951,3.0,044295103,1.0,1:Male,2.0,2.0,044295102,23.0
0443031,5.0,044303105,4.0,1:Male,2.0,2.0,044300006,41.0
0443041,5.0,044304105,3.0,1:Male,2.0,2.0,044304102,32.0
0443041,6.0,044304106,1.0,3:Female,2.0,2.0,044304102,32.0
0450100,9.0,045010009,0.0,1:Male,7.0,7.0,045010007,24.0
0450151,4.0,045015104,1.0,1:Male,2.0,2.0,045010005,28.0
0450200,6.0,045020006,0.0,3:Female,3.0,3.0,045020003,39.0
0450300,6.0,045030006,4.0,1:Male,4.0,4.0,045030004,27.0
0450300,7.0,045030007,0.0,1:Male,4.0,4.0,045030004,27.0
0450600,11.0,045060011,4.0,1:Male,9.0,9.0,045060009,27.0
0450641,3.0,045064103,4.0,3:Female,2.0,2.0,045060003,45.0
0450651,4.0,045065104,3.0,3:Female,2.0,2.0,045060006,29.0
0450700,11.0,045070011,1.0,1:Male,5.0,5.0,045070005,22.0
0450751,3.0,045075103,1.0,1:Male,2.0,2.0,045070006,18.0
0451041,6.0,045104106,1.0,3:Female,2.0,2.0,045100004,36.0
0451042,4.0,045104204,4.0,3:Female,2.0,2.0,045104202,20.0
0451100,13.0,045110013,3.0,1:Male,5.0,5.0,045110005,36.0
0451200,9.0,045120009,4.0,1:Male,6.0,6.0,045120006,38.0
0451400,7.0,045140007,3.0,3:Female,9.0,9.0,045140009,21.0
0451400,8.0,045140008,0.0,3:Female,9.0,9.0,045140009,21.0
0451531,9.0,045153109,2.0,1:Male,8.0,8.0,045153108,24.0
0451533,5.0,045153305,1.0,1:Male,1.0,1.0,045150004,42.0
0451534,6.0,045153406,3.0,1:Male,2.0,2.0,045150008,37.0
0451551,3.0,045155103,1.0,1:Male,2.0,2.0,045150009,24.0
0451700,11.0,045170011,0.0,1:Male,8.0,8.0,045170008,25.0
0451831,5.0,045183105,3.0,1:Male,3.0,3.0,045183103,27.0
0451841,4.0,045184104,4.0,3:Female,2.0,2.0,045180006,28.0
0452100,14.0,045210014,1.0,1:Male,13.0,13.0,045210013,24.0
0452200,11.0,045220011,4.0,1:Male,4.0,4.0,045220004,31.0
0452200,12.0,045220012,1.0,1:Male,4.0,4.0,045220004,31.0
0452251,3.0,045225103,1.0,3:Female,2.0,2.0,045225102,17.0
0452300,11.0,045230011,2.0,1:Male,8.0,8.0,045230008,18.0
0452400,10.0,045240010,3.0,1:Male,8.0,8.0,045244202,34.0
0452441,8.0,045244108,4.0,3:Female,6.0,6.0,045240003,41.0
0452441,9.0,045244109,2.0,3:Female,6.0,6.0,045240003,41.0
0452443,3.0,045244303,0.0,1:Male,2.0,2.0,045240006,30.0
0452451,2.0,045245102,1.0,1:Male,1.0,1.0,045240007,22.0
0452651,4.0,045265104,3.0,1:Male,2.0,2.0,045265102,30.0
0452652,3.0,045265203,4.0,1:Male,2.0,2.0,045265202,24.0
0452800,10.0,045280010,4.0,1:Male,4.0,4.0,045280004,28.0
0452931,10.0,045293110,3.0,3:Female,51:Did not live in this household,,,
0452942,6.0,045294206,3.0,3:Female,2.0,2.0,045294202,32.0
0452943,5.0,045294305,0.0,3:Female,2.0,2.0,045290008,27.0
0452951,5.0,045295105,0.0,3:Female,2.0,2.0,045295102,28.0
0460200,9.0,046020009,1.0,1:Male,3.0,3.0,046020003,29.0
0460241,3.0,046024103,3.0,1:Male,2.0,2.0,046024102,31.0
0460241,4.0,046024104,0.0,1:Male,2.0,2.0,046024102,31.0
0460351,3.0,046035103,3.0,3:Female,2.0,2.0,046030003,23.0
0460351,4.0,046035104,1.0,1:Male,2.0,2.0,046030003,23.0
0460500,13.0,046050013,1.0,3:Female,52:Dead,,,
0460541,5.0,046054105,1.0,3:Female,2.0,2.0,046054102,36.0
0460632,5.0,046063205,4.0,3:Female,2.0,2.0,046063202,35.0
0460651,4.0,046065104,3.0,1:Male,2.0,2.0,046060007,28.0
0460700,9.0,046070009,2.0,3:Female,6.0,6.0,046070006,37.0
0460741,4.0,046074104,1.0,1:Male,2.0,2.0,046070004,36.0
0460851,4.0,046085104,2.0,3:Female,2.0,2.0,046080003,28.0
0461451,3.0,046145103,2.0,1:Male,2.0,2.0,046145102,21.0
0461500,8.0,046150008,1.0,1:Male,5.0,5.0,046150005,20.0
0461551,6.0,046155106,2.0,3:Female,3.0,3.0,046155103,26.0
0461600,7.0,046160007,2.0,1:Male,3.0,3.0,046160003,23.0
0461821,8.0,046182108,4.0,1:Male,7.0,,,
0462051,4.0,046205104,2.0,3:Female,3.0,3.0,046205103,24.0
0470100,10.0,047010010,3.0,3:Female,7.0,7.0,047010007,26.0
0470141,4.0,047014104,3.0,1:Male,2.0,2.0,047130007,29.0
0470152,4.0,047015204,0.0,1:Male,2.0,2.0,047015202,30.0
0470153,4.0,047015304,3.0,3:Female,2.0,2.0,047015302,27.0
0470600,6.0,047060006,0.0,1:Male,7.0,7.0,047060007,39.0
0470651,3.0,047065103,1.0,3:Female,2.0,2.0,047065102,21.0
0471241,4.0,047124104,4.0,1:Male,2.0,2.0,047124102,23.0
0471242,4.0,047124204,3.0,1:Male,2.0,2.0,047124202,24.0
0471251,4.0,047125104,2.0,1:Male,2.0,2.0,047125102,26.0
0471311,5.0,047131105,3.0,3:Female,2.0,2.0,047130005,35.0
0471400,9.0,047140009,2.0,1:Male,10.0,10.0,047140010,23.0
0471432,5.0,047143205,1.0,3:Female,3.0,3.0,047143203,28.0
0471432,6.0,047143206,0.0,1:Male,3.0,3.0,047143203,28.0
0471500,9.0,047150009,1.0,1:Male,7.0,7.0,047150007,27.0
0471541,5.0,047154105,0.0,1:Male,2.0,2.0,047154102,28.0
0471551,4.0,047155104,2.0,3:Female,3.0,3.0,047150006,23.0
0471552,4.0,047155204,1.0,3:Female,2.0,2.0,047150005,27.0
0471652,3.0,047165203,3.0,3:Female,1.0,1.0,047160006,32.0
0471653,4.0,047165304,0.0,1:Male,2.0,2.0,047165302,28.0
0472051,3.0,047205103,2.0,3:Female,2.0,2.0,047205102,35.0
0472051,4.0,047205104,1.0,1:Male,2.0,2.0,047205102,35.0
0472052,3.0,047205203,3.0,1:Male,2.0,2.0,047200004,29.0
0472100,7.0,047210007,4.0,3:Female,3.0,3.0,047210003,29.0
0472200,8.0,047220008,4.0,3:Female,5.0,5.0,047220005,22.0
0472251,3.0,047225103,4.0,3:Female,2.0,2.0,047220004,26.0
0472341,4.0,047234104,1.0,1:Male,2.0,2.0,047234102,36.0
0472351,3.0,047235103,3.0,1:Male,2.0,2.0,047235102,26.0
0472400,9.0,047240009,1.0,1:Male,4.0,4.0,047240004,30.0
0472451,3.0,047245103,4.0,3:Female,2.0,2.0,047240003,42.0
0472741,4.0,047274104,3.0,1:Male,1.0,1.0,047270003,30.0
0472811,8.0,047281108,1.0,1:Male,7.0,7.0,047281107,31.0
0473032,6.0,047303206,2.0,3:Female,3.0,3.0,047303203,19.0
0473051,3.0,047305103,3.0,1:Male,2.0,2.0,047305102,28.0
0480150,3.0,048015003,4.0,1:Male,2.0,2.0,048015002,20.0
0480150,4.0,048015004,3.0,1:Male,2.0,2.0,048015002,20.0
0480331,5.0,048033105,3.0,1:Male,2.0,2.0,048033102,40.0
0480900,12.0,048090012,0.0,1:Male,10.0,10.0,048090010,29.0
0481051,3.0,048105103,4.0,3:Female,2.0,2.0,048105102,24.0
0481051,4.0,048105104,0.0,1:Male,2.0,2.0,048105102,24.0
0481211,8.0,048121108,2.0,1:Male,1.0,1.0,048120004,35.0
0481241,4.0,048124104,1.0,3:Female,1.0,1.0,048120005,33.0
0481351,4.0,048135104,4.0,1:Male,2.0,2.0,048130014,32.0
0481641,8.0,048164108,2.0,3:Female,5.0,5.0,048160006,25.0
0481641,9.0,048164109,0.0,3:Female,5.0,5.0,048160006,25.0
0481741,6.0,048174106,1.0,1:Male,4.0,4.0,048174104,30.0
0481751,3.0,048175103,3.0,1:Male,2.0,2.0,048175102,26.0
0481751,4.0,048175104,0.0,1:Male,2.0,2.0,048175102,26.0
0481841,5.0,048184105,3.0,3:Female,2.0,2.0,048180005,31.0
0481851,6.0,048185106,4.0,1:Male,4.0,4.0,048185104,31.0
0481851,7.0,048185107,0.0,1:Male,4.0,4.0,048185104,31.0
0481852,4.0,048185204,4.0,1:Male,1.0,1.0,048180004,33.0
0481852,5.0,048185205,0.0,1:Male,1.0,1.0,048180004,33.0
0481941,4.0,048194104,3.0,3:Female,2.0,2.0,048194102,34.0
0481951,4.0,048195104,1.0,3:Female,2.0,2.0,048195102,37.0
0482100,7.0,048210007,0.0,1:Male,5.0,5.0,048210005,36.0
0482351,3.0,048235103,4.0,1:Male,2.0,2.0,048230003,25.0
0482351,4.0,048235104,1.0,3:Female,2.0,2.0,048230003,25.0
0482942,5.0,048294205,3.0,3:Female,2.0,2.0,048290003,35.0
0482943,5.0,048294305,4.0,3:Female,2.0,2.0,048290005,30.0
0482944,5.0,048294405,4.0,1:Male,2.0,2.0,048290006,28.0
0482944,6.0,048294406,2.0,3:Female,2.0,2.0,048290006,28.0
0482950,3.0,048295003,0.0,1:Male,2.0,2.0,048290007,22.0
0490341,4.0,049034104,1.0,1:Male,2.0,2.0,049030006,32.0
0490411,8.0,049041108,3.0,1:Male,2.0,2.0,049040004,43.0
0490700,8.0,049070008,4.0,1:Male,7.0,7.0,049070007,26.0
0490700,9.0,049070009,0.0,1:Male,7.0,7.0,049070007,26.0
0490741,4.0,049074104,2.0,1:Male,2.0,2.0,049070003,38.0
0490741,5.0,049074105,0.0,3:Female,2.0,2.0,049070003,38.0
0490851,3.0,049085103,1.0,3:Female,2.0,2.0,049085102,28.0
0491251,3.0,049125103,1.0,3:Female,2.0,2.0,049125102,24.0
0491400,8.0,049140008,1.0,1:Male,6.0,6.0,049140006,22.0
0491454,4.0,049145404,1.0,1:Male,2.0,2.0,049140004,29.0
0491651,3.0,049165103,1.0,1:Male,4.0,4.0,049165104,30.0
0491841,4.0,049184104,3.0,1:Male,2.0,2.0,049180004,31.0
0491942,7.0,049194207,3.0,1:Male,2.0,2.0,049194202,27.0
0492000,10.0,049200010,0.0,3:Female,9.0,9.0,049200009,23.0
0500441,5.0,050044105,2.0,1:Male,2.0,2.0,050044102,35.0
0500600,14.0,050060014,3.0,1:Male,6.0,6.0,050060006,34.0
0500600,15.0,050060015,1.0,1:Male,7.0,7.0,050060007,25.0
0500851,3.0,050085103,4.0,3:Female,2.0,2.0,050085102,28.0
0501000,7.0,050100007,2.0,3:Female,8.0,8.0,050100008,28.0
0501151,3.0,050115103,1.0,3:Female,2.0,2.0,050110007,30.0
0501321,5.0,050132105,2.0,3:Female,2.0,2.0,050130007,39.0
0501321,6.0,050132106,0.0,3:Female,2.0,2.0,050130007,39.0
0501351,3.0,050135103,4.0,1:Male,2.0,2.0,050130011,29.0
0501351,4.0,050135104,0.0,3:Female,2.0,2.0,050130011,29.0
0501352,4.0,050135204,4.0,3:Female,2.0,2.0,050130012,35.0
0501441,5.0,050144105,2.0,1:Male,2.0,2.0,050144102,31.0
0501442,7.0,050144207,1.0,1:Male,4.0,4.0,050140012,21.0
0501600,14.0,050160014,2.0,3:Female,7.0,7.0,050160007,35.0
0501651,4.0,050165104,4.0,1:Male,2.0,2.0,050165102,32.0
0501750,3.0,050175003,2.0,3:Female,2.0,2.0,050175002,19.0
0510100,7.0,051010007,2.0,1:Male,8.0,8.0,051010008,27.0
0510732,4.0,051073204,3.0,1:Male,1.0,1.0,051070004,35.0
0510732,5.0,051073205,2.0,1:Male,1.0,1.0,051070004,35.0
0511041,3.0,051104103,0.0,1:Male,2.0,2.0,051104102,26.0
0511451,3.0,051145103,4.0,3:Female,2.0,2.0,051140009,31.0
0511600,9.0,051160009,2.0,1:Male,4.0,4.0,051160004,26.0
0511600,10.0,051160010,0.0,3:Female,4.0,4.0,051160004,26.0
0511651,3.0,051165103,4.0,1:Male,2.0,2.0,051165102,24.0
0511651,4.0,051165104,0.0,3:Female,2.0,2.0,051165102,24.0
0511700,7.0,051170007,0.0,1:Male,3.0,3.0,051170003,26.0
0511800,8.0,051180008,0.0,3:Female,7.0,7.0,051180007,26.0
0520100,7.0,052010007,0.0,1:Male,6.0,6.0,052010006,24.0
0520141,2.0,052014102,3.0,3:Female,1.0,1.0,052010005,30.0
0520141,3.0,052014103,0.0,1:Male,1.0,1.0,052010005,30.0
0520500,12.0,052050012,3.0,1:Male,4.0,4.0,052050004,27.0
0520731,5.0,052073105,1.0,1:Male,4.0,4.0,052073104,39.0
0520800,9.0,052080009,4.0,1:Male,3.0,3.0,052080003,31.0
0520800,10.0,052080010,2.0,1:Male,4.0,4.0,052080004,29.0
0520800,11.0,052080011,1.0,1:Male,4.0,4.0,052080004,29.0
0520900,12.0,052090012,1.0,3:Female,5.0,5.0,052090005,32.0
0521351,5.0,052135105,0.0,1:Male,4.0,4.0,052130004,24.0
0521800,6.0,052180006,0.0,3:Female,4.0,4.0,052180004,24.0
0521941,7.0,052194107,4.0,3:Female,3.0,3.0,052190004,36.0
0521941,8.0,052194108,1.0,1:Male,3.0,3.0,052190004,36.0
0530500,12.0,053050012,3.0,3:Female,5.0,5.0,053050005,33.0
0530500,13.0,053050013,0.0,3:Female,5.0,5.0,053050005,33.0
